customer_id,customer_name,company_name,city,country_code,region,segment,registration_date,credit_limit
K00050,Julia Weber,Weber GmbH,Stuttgart,DE,Nord,Kleinunternehmen,2022-04-04,8915.954380082554
K00051,Emma Weber,Weber e.K.,Salzburg,AT,West,Mittelstand,2022-10-16,23940.214388188342
K00052,Sophie Schmidt,,Nürnberg,DE,Süd,Privatkunde,2022-06-29,1061.9189219397067
K00053,Leon Fischer,,Nürnberg,DE,Ost,Privatkunde,2022-01-16,605.8531211006448
K00054,Tim Fischer,Fischer e.K.,Berlin,DE,Ost,Kleinunternehmen,2023-11-21,6800.2528125395
K00055,Lukas Müller,,Hamburg,DE,West,Privatkunde,2023-02-21,1477.227157786682
K00056,Lukas Wagner,Wagner GmbH,München,DE,Nord,Mittelstand,2022-03-31,19569.26890881284
K00057,Jonas Wagner,,Graz,AT,West,Privatkunde,2022-07-15,1539.335538037909
K00058,Paul Hoffmann,Hoffmann e.K.,Leipzig,DE,Ost,Kleinunternehmen,2023-01-29,5676.032067310889
K00059,Sophie Schmidt,,Hamburg,DE,Nord,Privatkunde,2024-09-25,1370.816018515865
K00060,Paul Wagner,Wagner GmbH,Luzern,CH,Romandie,Kleinunternehmen,2024-05-16,3273.4290162694947
K00061,Paul Koch,Koch KG,Genf,CH,Romandie,Kleinunternehmen,2022-06-26,2901.139725605267
K00062,Julia Fischer,Fischer KG,Basel,CH,Romandie,Kleinunternehmen,2023-05-21,7238.779091273495
K00063,Tim Weber,Weber e.K.,Hamburg,DE,Ost,Kleinunternehmen,2023-07-19,8436.842827943865
K00064,Felix Schäfer,Schäfer ,Innsbruck,AT,Ost,Kleinunternehmen,2022-06-12,9157.781370687248
K00065,Lena Schäfer,Schäfer e.K.,München,DE,West,Mittelstand,2024-07-01,13033.680283683707
K00066,Tim Schäfer,Schäfer AG,Leipzig,DE,Süd,Kleinunternehmen,2023-06-01,6349.946265192947
K00067,Marie Fischer,,Leipzig,DE,Ost,Privatkunde,2023-10-19,1920.8728660757881
K00068,Moritz Schneider,Schneider ,Genf,CH,Romandie,Kleinunternehmen,2024-05-25,6688.031873018538
K00069,Lukas Schmidt,Schmidt e.K.,Nürnberg,DE,West,Mittelstand,2023-09-30,11689.09827045512
K00070,Paul Bauer,,Dresden,DE,West,Privatkunde,2022-07-09,1100.3343393080374
K00071,Leon Meyer,Meyer AG,Dresden,DE,Ost,Kleinunternehmen,2023-07-10,9834.255015657032
K00072,Tim Bauer,Bauer ,Köln,DE,Ost,Kleinunternehmen,2023-11-07,6653.907133009907
K00073,Sarah Müller,,Bern,CH,Deutschschweiz,Privatkunde,2023-01-08,1545.3875837957223
K00074,Lena Becker,,Düsseldorf,DE,Nord,Privatkunde,2022-12-24,1183.4851291785692
K00075,Lena Becker,Becker AG,Leipzig,DE,Süd,Mittelstand,2022-11-12,27509.683355526162
K00076,Marie Müller,,Dresden,DE,Ost,Privatkunde,2022-07-20,964.2914244294916
K00077,Sarah Schneider,Schneider ,Salzburg,AT,West,Mittelstand,2023-01-25,38493.997398757725
K00078,Sarah Schmidt,Schmidt KG,Wien,AT,West,Mittelstand,2024-05-26,14945.02783411003
K00079,Moritz Müller,Müller KG,Stuttgart,DE,Nord,Kleinunternehmen,2024-05-02,8121.837249820541
K00080,Jonas Schneider,Schneider GmbH,Berlin,DE,Nord,Enterprise,2023-02-09,29228.162248819535
K00081,Marie Schneider,,Zürich,CH,Deutschschweiz,Privatkunde,2023-03-13,1377.724298488208
K00082,Leon Hoffmann,Hoffmann GmbH,Graz,AT,West,Kleinunternehmen,2022-02-20,4560.488477694315
K00083,Anna Bauer,,Berlin,DE,Nord,Privatkunde,2022-04-05,670.3363882994436
K00084,Tim Schmidt,,Graz,AT,West,Privatkunde,2022-09-25,1724.5786028195935
K00085,Moritz Wagner,Wagner ,Basel,CH,Deutschschweiz,Kleinunternehmen,2024-05-02,7295.210177306818
K00086,Anna Schmidt,Schmidt KG,Salzburg,AT,West,Kleinunternehmen,2023-03-11,9281.190208703112
K00087,Julia Wagner,,Stuttgart,DE,Nord,Privatkunde,2022-04-16,1793.5455631201178
K00088,Lena Müller,,Genf,CH,Romandie,Privatkunde,2023-05-23,599.3539667777987
K00089,Sarah Koch,Koch KG,Stuttgart,DE,Nord,Kleinunternehmen,2024-01-22,5061.724078424088
K00090,Tim Meyer,Meyer e.K.,Düsseldorf,DE,West,Kleinunternehmen,2022-12-26,7723.760996703093
K00091,Anna Schäfer,,Hamburg,DE,West,Privatkunde,2022-02-20,561.3029243997183
K00092,Marie Müller,Müller ,Nürnberg,DE,Nord,Enterprise,2022-08-21,51699.36132039896
K00093,Tim Hoffmann,Hoffmann AG,Zürich,CH,Romandie,Kleinunternehmen,2022-09-06,6108.590455422199
K00094,Max Schäfer,Schäfer e.K.,Linz,AT,Ost,Kleinunternehmen,2022-09-14,3133.877557605115
K00095,Laura Meyer,Meyer AG,Frankfurt,DE,West,Kleinunternehmen,2022-01-28,5266.852296773293
K00096,Lukas Wagner,Wagner KG,Nürnberg,DE,Süd,Mittelstand,2023-09-15,35333.22017900886
K00097,Marie Schneider,,Salzburg,AT,Ost,Privatkunde,2024-06-01,863.7057554520945
K00098,Jonas Müller,Müller AG,Köln,DE,Ost,Enterprise,2022-05-06,33982.15988644384
K00099,Lukas Hoffmann,,Genf,CH,Deutschschweiz,Privatkunde,2022-04-19,1219.3731526313754
K00100,Laura Müller,Müller e.K.,Stuttgart,DE,Süd,Kleinunternehmen,2023-08-18,5340.794694634669
K00101,Tim Becker,,Frankfurt,DE,Süd,Privatkunde,2022-11-11,1979.7728731894695
K00102,Marie Meyer,Meyer e.K.,Berlin,DE,Nord,Mittelstand,2022-12-16,15597.010721539173
K00103,Lukas Schneider,,Leipzig,DE,West,Privatkunde,2023-06-27,1115.5952404844923
K00104,Sophie Meyer,,Bern,CH,Romandie,Privatkunde,2022-04-28,886.8542405674098
K00105,Moritz Koch,,Hamburg,DE,Süd,Privatkunde,2023-01-27,1214.9292261896178
K00106,Sophie Schneider,,Innsbruck,AT,West,Privatkunde,2023-12-25,1261.4155680266824
K00107,Marie Weber,,Berlin,DE,Süd,Privatkunde,2024-06-12,731.5440729113034
K00108,Laura Schäfer,Schäfer ,Hamburg,DE,Nord,Kleinunternehmen,2024-07-07,6616.91484916733
K00109,Moritz Weber,Weber GmbH,Leipzig,DE,Süd,Mittelstand,2024-02-24,13500.881924250438
K00110,Moritz Müller,,Stuttgart,DE,West,Privatkunde,2023-08-04,1745.9291116815937
K00111,Anna Bauer,,Luzern,CH,Romandie,Privatkunde,2024-09-21,599.7444010501663
K00112,Tim Hoffmann,,Salzburg,AT,West,Privatkunde,2022-08-17,802.4409800716168
K00113,Tim Schäfer,,Köln,DE,Nord,Privatkunde,2023-07-28,1038.2457261852537
K00114,Felix Becker,,Zürich,CH,Romandie,Privatkunde,2023-06-10,1849.5011679382599
K00115,Max Hoffmann,Hoffmann GmbH,Berlin,DE,West,Kleinunternehmen,2022-08-13,5436.1158265112645
K00116,Felix Schneider,Schneider KG,Köln,DE,Ost,Mittelstand,2023-01-26,31916.47410427904
K00117,Max Fischer,,Salzburg,AT,Ost,Privatkunde,2023-04-23,1840.8388745764364
K00118,Tim Wagner,,Wien,AT,Ost,Privatkunde,2022-10-16,550.298652103669
K00119,Max Meyer,,Nürnberg,DE,Nord,Privatkunde,2024-03-16,1304.7220272268921
K00120,Paul Becker,Becker ,Leipzig,DE,Ost,Kleinunternehmen,2022-06-06,4219.385464244811
K00121,Lukas Fischer,,Graz,AT,Ost,Privatkunde,2022-10-19,1574.2686120994283
K00122,Laura Meyer,,Frankfurt,DE,West,Privatkunde,2022-05-14,1101.2771251454599
K00123,Anna Hoffmann,Hoffmann GmbH,Nürnberg,DE,Nord,Mittelstand,2023-09-15,31782.867581872022
K00124,Laura Weber,,Frankfurt,DE,Ost,Privatkunde,2024-04-19,1477.0508164823693
K00125,Paul Becker,Becker GmbH,Graz,AT,Ost,Kleinunternehmen,2023-12-27,9330.146486917847
K00126,Sophie Meyer,Meyer GmbH,Köln,DE,Nord,Mittelstand,2022-01-01,36096.890861863845
K00127,Jonas Weber,Weber GmbH,Leipzig,DE,West,Kleinunternehmen,2022-07-21,8521.400864485086
K00128,Jonas Schäfer,Schäfer KG,Dresden,DE,West,Kleinunternehmen,2024-03-16,5097.594957744709
K00129,Tim Koch,Koch e.K.,München,DE,West,Kleinunternehmen,2024-02-02,3556.427652848499
K00130,Laura Müller,Müller GmbH,Düsseldorf,DE,Ost,Kleinunternehmen,2022-10-12,6854.412627085326
K00131,Max Fischer,Fischer GmbH,München,DE,Nord,Kleinunternehmen,2023-11-20,6679.79026667536
K00132,Max Wagner,Wagner KG,Luzern,CH,Romandie,Kleinunternehmen,2024-06-09,8498.365165557021
K00133,Emma Becker,Becker KG,Berlin,DE,Nord,Kleinunternehmen,2022-01-18,4705.335094157287
K00134,Max Schmidt,Schmidt KG,Graz,AT,West,Kleinunternehmen,2024-04-10,3272.361094984866
K00135,Lena Schäfer,,Düsseldorf,DE,West,Privatkunde,2024-09-05,1465.9993148585238
K00136,Anna Wagner,Wagner ,Düsseldorf,DE,West,Mittelstand,2022-01-08,10812.879775104504
K00137,Paul Becker,,Leipzig,DE,West,Privatkunde,2022-02-23,1008.9068688442864
K00138,Laura Schmidt,Schmidt KG,Hamburg,DE,Nord,Kleinunternehmen,2022-04-06,9915.46586466582
K00139,Leon Wagner,,Frankfurt,DE,Ost,Privatkunde,2024-08-01,630.387522425524
K00140,Emma Schneider,,Berlin,DE,West,Privatkunde,2023-07-02,1464.3883454213799
K00141,Tim Schäfer,,Wien,AT,Ost,Privatkunde,2023-01-21,1044.5888182926358
K00142,Emma Hoffmann,Hoffmann AG,Frankfurt,DE,Nord,Kleinunternehmen,2022-02-22,4708.493196564383
K00143,Sarah Becker,Becker KG,Genf,CH,Romandie,Mittelstand,2023-12-28,33995.657678419455
K00144,Laura Schmidt,Schmidt ,Hamburg,DE,Nord,Mittelstand,2022-10-08,17736.630562996066
K00145,Paul Schmidt,Schmidt ,Frankfurt,DE,Süd,Kleinunternehmen,2022-03-16,8669.379069337556
K00146,Anna Müller,Müller ,Nürnberg,DE,Ost,Kleinunternehmen,2022-06-02,6230.98670484918
K00147,Tim Hoffmann,Hoffmann KG,Innsbruck,AT,West,Mittelstand,2022-06-17,17521.919816847934
K00148,Max Schäfer,Schäfer ,Köln,DE,West,Kleinunternehmen,2023-04-21,8281.83532798203
K00149,Max Schneider,,München,DE,Ost,Privatkunde,2023-11-24,1404.7281641995824
K00150,Emma Fischer,Fischer GmbH,Köln,DE,West,Mittelstand,2022-07-06,18913.65146869525
K00151,Marie Meyer,,München,DE,West,Privatkunde,2022-03-10,1225.6324128986191
K00152,Tim Müller,Müller KG,Frankfurt,DE,West,Kleinunternehmen,2022-12-31,3660.0410566242713
K00153,Laura Müller,Müller GmbH,München,DE,Nord,Kleinunternehmen,2022-08-05,7786.941622667147
K00154,Anna Weber,Weber e.K.,Dresden,DE,West,Enterprise,2022-06-21,97577.45411553148
K00155,Tim Müller,Müller ,Hamburg,DE,Nord,Mittelstand,2022-01-17,38507.12061462407
K00156,Leon Müller,,Leipzig,DE,West,Privatkunde,2023-12-28,1586.1549939097079
K00157,Julia Koch,,Leipzig,DE,Nord,Privatkunde,2024-07-10,577.3937099880651
K00158,Felix Schäfer,,Graz,AT,West,Privatkunde,2024-09-07,1209.815177122
K00159,Emma Becker,Becker AG,Köln,DE,West,Mittelstand,2024-04-06,38327.994673403016
K00160,Tim Schäfer,Schäfer GmbH,Frankfurt,DE,West,Kleinunternehmen,2023-06-10,6972.024088615399
K00161,Laura Schäfer,,München,DE,West,Privatkunde,2022-07-02,1106.7281745227763
K00162,Marie Hoffmann,Hoffmann ,Leipzig,DE,Nord,Kleinunternehmen,2023-12-23,6401.260824090489
K00163,Anna Koch,Koch ,München,DE,West,Kleinunternehmen,2022-05-21,5379.729174397942
K00164,Paul Müller,Müller ,Basel,CH,Deutschschweiz,Enterprise,2022-11-14,60990.67152279316
K00165,Lena Hoffmann,,Leipzig,DE,Ost,Privatkunde,2022-12-25,1283.7787874517846
K00166,Laura Schmidt,Schmidt e.K.,Wien,AT,Ost,Kleinunternehmen,2022-05-26,4252.058132874325
K00167,Jonas Müller,,Berlin,DE,Nord,Privatkunde,2024-06-07,1519.4709240396046
K00168,Tim Bauer,,Nürnberg,DE,Nord,Privatkunde,2023-12-11,1973.4957726201224
K00169,Jonas Wagner,,Basel,CH,Romandie,Privatkunde,2023-07-18,597.479614224341
K00170,Sarah Schäfer,,Stuttgart,DE,Nord,Privatkunde,2022-04-17,764.7920480082624
K00171,Marie Weber,,Berlin,DE,Süd,Privatkunde,2024-02-12,1444.6668844942296
K00172,Max Koch,Koch AG,Dresden,DE,West,Kleinunternehmen,2023-02-23,8186.788567780685
K00173,Paul Becker,Becker ,Linz,AT,West,Kleinunternehmen,2022-03-30,6947.049511312774
K00174,Lukas Koch,,München,DE,West,Privatkunde,2024-09-14,1215.0152424955527
K00175,Moritz Becker,Becker GmbH,München,DE,Ost,Enterprise,2022-09-18,80140.94908925895
K00176,Emma Schäfer,,Stuttgart,DE,Ost,Privatkunde,2024-07-02,621.569323861472
K00177,Laura Schneider,,Köln,DE,Nord,Privatkunde,2023-11-29,1356.9784128793613
K00178,Marie Becker,Becker KG,Linz,AT,Ost,Mittelstand,2022-12-02,29753.555039752766
K00179,Tim Hoffmann,,Basel,CH,Romandie,Privatkunde,2023-11-24,1520.2111576404507
K00180,Tim Schäfer,Schäfer GmbH,Stuttgart,DE,Ost,Mittelstand,2022-01-31,34774.50251694288
K00181,Anna Fischer,,Köln,DE,Süd,Privatkunde,2022-09-15,1748.201266936613
K00182,Sarah Koch,Koch GmbH,Düsseldorf,DE,Süd,Mittelstand,2022-08-21,28954.40581050005
K00183,Marie Schneider,,Leipzig,DE,Nord,Privatkunde,2023-02-18,527.6415781073263
K00184,Moritz Weber,Weber ,München,DE,West,Kleinunternehmen,2022-10-05,9529.213654273382
K00185,Max Bauer,Bauer GmbH,Graz,AT,West,Kleinunternehmen,2024-06-24,6051.804163263164
K00186,Sarah Bauer,,Leipzig,DE,West,Privatkunde,2023-11-07,1471.3604651028613
K00187,Marie Schneider,Schneider KG,Düsseldorf,DE,Nord,Enterprise,2023-07-24,25077.210988422506
K00188,Lukas Hoffmann,,München,DE,Nord,Privatkunde,2022-02-08,1290.5361443177933
K00189,Moritz Fischer,,Linz,AT,West,Privatkunde,2022-01-22,697.0026896140671
K00190,Leon Weber,Weber KG,Genf,CH,Romandie,Kleinunternehmen,2022-03-25,5481.957984720958
K00191,Julia Meyer,Meyer AG,Hamburg,DE,West,Kleinunternehmen,2024-08-14,4002.6935766153447
K00192,Emma Koch,,Genf,CH,Romandie,Privatkunde,2023-08-07,738.8686074188967
K00193,Sarah Schmidt,,Köln,DE,Ost,Privatkunde,2022-07-18,1439.3304824471231
K00194,Lukas Fischer,,Köln,DE,Ost,Privatkunde,2023-07-12,1193.145936148491
K00195,Sophie Fischer,,Düsseldorf,DE,Nord,Privatkunde,2023-06-05,800.7870900505051
K00196,Anna Becker,Becker KG,Stuttgart,DE,Süd,Kleinunternehmen,2022-03-05,5914.151118113508
K00197,Sarah Meyer,Meyer KG,München,DE,Süd,Kleinunternehmen,2022-10-28,8177.944507084175
K00198,Lukas Becker,,Zürich,CH,Romandie,Privatkunde,2023-07-07,863.0675237937912
K00199,Laura Schmidt,Schmidt e.K.,Genf,CH,Romandie,Kleinunternehmen,2024-05-14,6382.837325385335
K00200,Marie Wagner,Wagner AG,Berlin,DE,Nord,Enterprise,2022-06-15,67565.56361961686
K00201,Felix Bauer,Bauer GmbH,Graz,AT,Ost,Mittelstand,2024-05-21,29092.9074863091
K00202,Moritz Hoffmann,,Wien,AT,West,Privatkunde,2023-01-05,1902.8027229491895
K00203,Moritz Koch,,Genf,CH,Romandie,Privatkunde,2023-01-18,620.1722695770127
K00204,Lena Schneider,,Genf,CH,Romandie,Privatkunde,2022-05-07,1289.6039914041698
K00205,Felix Bauer,Bauer ,Linz,AT,West,Enterprise,2023-06-21,90383.76749441512
K00206,Laura Wagner,Wagner ,Düsseldorf,DE,Süd,Kleinunternehmen,2023-11-26,2827.462432805209
K00207,Leon Becker,,Stuttgart,DE,Süd,Privatkunde,2024-05-22,1239.9152701756996
K00208,Marie Müller,Müller e.K.,Hamburg,DE,West,Mittelstand,2024-03-27,36048.17516225141
K00209,Sophie Bauer,Bauer e.K.,Innsbruck,AT,West,Kleinunternehmen,2023-01-17,9907.371728020433
K00210,Sophie Schäfer,Schäfer ,Berlin,DE,West,Kleinunternehmen,2024-05-15,6150.017060685271
K00211,Lena Schneider,Schneider KG,Bern,CH,Romandie,Kleinunternehmen,2022-07-05,9342.725092125183
K00212,Max Schneider,,München,DE,Ost,Privatkunde,2024-03-04,1573.737447023133
K00213,Anna Wagner,Wagner ,Bern,CH,Romandie,Kleinunternehmen,2024-04-16,3018.4958963996455
K00214,Sarah Becker,Becker GmbH,Stuttgart,DE,Ost,Kleinunternehmen,2022-03-25,6947.131385761955
K00215,Lukas Weber,Weber ,Dresden,DE,Nord,Kleinunternehmen,2023-03-25,8301.048442649504
K00216,Lena Schneider,Schneider AG,Düsseldorf,DE,West,Mittelstand,2023-08-28,20110.09529293859
K00217,Tim Bauer,Bauer GmbH,Wien,AT,Ost,Mittelstand,2022-11-09,15011.257237028496
K00218,Leon Bauer,,Dresden,DE,West,Privatkunde,2022-06-14,1672.685494767544
K00219,Julia Koch,,Salzburg,AT,Ost,Privatkunde,2024-08-14,551.2816489087373
K00220,Lena Müller,Müller KG,Zürich,CH,Deutschschweiz,Mittelstand,2022-07-17,15400.313124181705
K00221,Julia Schäfer,Schäfer e.K.,Berlin,DE,Nord,Kleinunternehmen,2023-11-24,6099.228111940549
K00222,Jonas Wagner,,Graz,AT,Ost,Privatkunde,2022-08-11,881.3368698462398
K00223,Felix Fischer,Fischer AG,Düsseldorf,DE,Ost,Kleinunternehmen,2024-01-16,7996.741887560063
K00224,Paul Meyer,,Köln,DE,Nord,Privatkunde,2023-06-01,1945.0202492305987
K00225,Tim Schäfer,,Berlin,DE,West,Privatkunde,2023-02-18,1245.7621460126409
K00226,Julia Koch,Koch GmbH,Leipzig,DE,West,Kleinunternehmen,2024-03-24,9390.083477451282
K00227,Lena Bauer,,Köln,DE,Ost,Privatkunde,2024-08-19,1999.1205886559999
K00228,Emma Hoffmann,Hoffmann ,Dresden,DE,Nord,Kleinunternehmen,2023-08-12,4665.141966479786
K00229,Sophie Meyer,,München,DE,Nord,Privatkunde,2022-01-19,1711.7689129118878
K00230,Tim Müller,Müller GmbH,Wien,AT,Ost,Kleinunternehmen,2023-12-26,4934.393724252028
K00231,Julia Hoffmann,,Düsseldorf,DE,West,Privatkunde,2023-02-21,856.3161963114911
K00232,Laura Schäfer,Schäfer AG,Stuttgart,DE,Süd,Kleinunternehmen,2024-07-30,6253.339818480561
K00233,Julia Weber,,Leipzig,DE,Ost,Privatkunde,2022-08-09,1011.8717414392346
K00234,Julia Fischer,Fischer KG,München,DE,Ost,Kleinunternehmen,2024-08-01,6620.606788228401
K00235,Leon Wagner,Wagner KG,Salzburg,AT,Ost,Kleinunternehmen,2022-12-02,7356.060356159523
K00236,Moritz Fischer,,Zürich,CH,Romandie,Privatkunde,2024-02-28,1218.7748441653998
K00237,Sarah Koch,Koch ,Frankfurt,DE,Ost,Kleinunternehmen,2024-01-21,6491.951600042801
K00238,Anna Müller,,Nürnberg,DE,Ost,Privatkunde,2023-08-12,1120.3236522880272
K00239,Felix Wagner,,Düsseldorf,DE,West,Privatkunde,2024-08-16,660.3153846421156
K00240,Sophie Meyer,,Nürnberg,DE,Ost,Privatkunde,2024-02-14,1723.6229652564211
K00241,Felix Meyer,,Nürnberg,DE,West,Privatkunde,2022-04-28,1272.7627555005975
K00242,Laura Schäfer,,Nürnberg,DE,Nord,Privatkunde,2023-09-25,1759.7919543000805
K00243,Sophie Schmidt,Schmidt KG,Zürich,CH,Romandie,Mittelstand,2023-09-04,22712.14760946289
K00244,Max Wagner,,Graz,AT,Ost,Privatkunde,2022-08-30,729.475701242844
K00245,Max Meyer,Meyer ,München,DE,Nord,Mittelstand,2023-10-17,16907.385052836096
K00246,Paul Hoffmann,Hoffmann GmbH,Nürnberg,DE,Nord,Kleinunternehmen,2024-02-09,4559.051905000941
K00247,Paul Wagner,Wagner GmbH,München,DE,West,Kleinunternehmen,2024-01-23,2618.658188241868
K00248,Lena Wagner,,Hamburg,DE,Ost,Privatkunde,2023-09-13,619.1290534834799
K00249,Laura Müller,Müller KG,Berlin,DE,Ost,Mittelstand,2022-03-11,20649.88917495812
K00250,Leon Bauer,Bauer KG,Berlin,DE,Ost,Enterprise,2022-06-09,65500.8935953383
K00251,Paul Schäfer,Schäfer KG,Bern,CH,Deutschschweiz,Kleinunternehmen,2022-12-08,7521.152163986427
K00252,Anna Wagner,Wagner e.K.,Bern,CH,Romandie,Kleinunternehmen,2022-09-21,6853.56255037506
K00253,Moritz Hoffmann,,Köln,DE,Nord,Privatkunde,2022-11-07,1303.741526709622
K00254,Max Bauer,,Dresden,DE,West,Privatkunde,2023-10-10,1693.1749411845938
K00255,Laura Meyer,Meyer ,Luzern,CH,Deutschschweiz,Kleinunternehmen,2024-09-06,9452.507259432214
K00256,Marie Meyer,Meyer AG,Dresden,DE,Süd,Kleinunternehmen,2023-04-01,8164.52815372606
K00257,Sarah Fischer,,Stuttgart,DE,Ost,Privatkunde,2023-04-26,841.0359501441483
K00258,Jonas Hoffmann,Hoffmann GmbH,Dresden,DE,Nord,Kleinunternehmen,2024-04-22,8689.645811746726
K00259,Marie Schneider,,Nürnberg,DE,Ost,Privatkunde,2023-02-10,1245.4452243587455
K00260,Moritz Müller,Müller AG,Luzern,CH,Romandie,Mittelstand,2023-11-09,34523.491254735745
K00261,Marie Schneider,,Leipzig,DE,Süd,Privatkunde,2024-04-27,817.9737363533578
K00262,Anna Schneider,Schneider AG,Innsbruck,AT,Ost,Mittelstand,2022-07-25,39268.30602579744
K00263,Marie Müller,Müller e.K.,Dresden,DE,Süd,Mittelstand,2022-04-05,24611.85756456808
K00264,Lukas Schneider,Schneider GmbH,Stuttgart,DE,Süd,Mittelstand,2024-06-20,14391.219764867474
K00265,Jonas Fischer,Fischer ,Leipzig,DE,Nord,Enterprise,2024-08-13,83254.27228537695
